source,pmid,type,details,chr,start,end
bmi,36649705,model,cg09012125,11,128779608,128779608
bmi,36649705,model,cg09038267,10,104524861,104524861
bmi,36649705,model,cg09055236,7,2673197,2673197
bmi,36649705,model,cg09092525,20,58570133,58570133
bmi,36649705,model,cg09147065,8,143815906,143815906
bmi,36649705,model,cg09251317,14,77393865,77393865
bmi,36649705,model,cg09297903,8,42234798,42234798
bmi,36649705,model,cg09349128,22,50327986,50327986
bmi,36649705,model,cg09469355,1,2161886,2161886
bmi,36649705,model,cg09613192,2,181388538,181388538
bmi,36649705,model,cg09664445,17,2612406,2612406
bmi,36649705,model,cg09831562,3,181327125,181327125
bmi,36649705,model,cg09834049,14,23525720,23525720
bmi,36649705,model,cg09978353,17,72759282,72759282
bmi,36649705,model,cg10042645,11,2308589,2308589
bmi,36649705,model,cg10080966,10,112260867,112260867
bmi,36649705,model,cg10381071,15,70391035,70391035
bmi,36649705,model,cg10439456,15,45028270,45028270
bmi,36649705,model,cg10508317,17,76355146,76355146
bmi,36649705,model,cg10548968,11,76802004,76802004
bmi,36649705,model,cg10601624,12,6404377,6404377
bmi,36649705,model,cg10639435,8,146104221,146104221
bmi,36649705,model,cg10717869,1,205780912,205780912
bmi,36649705,model,cg10722267,3,197608554,197608554
bmi,36649705,model,cg10734665,15,26107410,26107410
bmi,36649705,model,cg10753966,3,55556197,55556197
bmi,36649705,model,cg10811945,1,156784913,156784913
bmi,36649705,model,cg10814005,14,91711041,91711041
bmi,36649705,model,cg10819350,19,10655686,10655686
bmi,36649705,model,cg10852154,6,42421757,42421757
bmi,36649705,model,cg10919522,14,74227441,74227441
bmi,36649705,model,cg10927968,11,1807333,1807333
bmi,36649705,model,cg10970124,6,31634602,31634602
bmi,36649705,model,cg10987503,7,922825,922825
bmi,36649705,model,cg11202345,17,76976057,76976057
bmi,36649705,model,cg11252555,19,49993865,49993865
bmi,36649705,model,cg11303839,7,75405967,75405967
bmi,36649705,model,cg11314668,7,155794752,155794752
bmi,36649705,model,cg11370064,3,78318277,78318277
bmi,36649705,model,cg11494773,7,48128242,48128242
bmi,36649705,model,cg11574975,1,112058304,112058304
bmi,36649705,model,cg11588197,11,128391494,128391494
bmi,36649705,model,cg11592786,15,89533581,89533581
bmi,36649705,model,cg11614585,20,897050,897050
bmi,36649705,model,cg11660018,11,86510915,86510915
bmi,36649705,model,cg11900509,10,81946545,81946545
bmi,36649705,model,cg11927233,5,170816542,170816542
bmi,36649705,model,cg12054453,17,57915717,57915717
bmi,36649705,model,cg12072028,14,92981227,92981227
bmi,36649705,model,cg12073466,2,173069253,173069253
bmi,36649705,model,cg12149299,12,96762309,96762309
bmi,36649705,model,cg12170787,19,1130965,1130965
bmi,36649705,model,cg12269535,6,43142014,43142014
bmi,36649705,model,cg12484113,1,27898757,27898757
bmi,36649705,model,cg12593793,1,156074135,156074135
bmi,36649705,model,cg12600749,7,157648749,157648749
bmi,36649705,model,cg12620005,1,51779655,51779655
bmi,36649705,model,cg12644285,15,93570953,93570953
bmi,36649705,model,cg12825509,3,185648568,185648568
bmi,36649705,model,cg12992827,3,101901234,101901234
bmi,36649705,model,cg13123009,6,31681882,31681882
bmi,36649705,model,cg13133304,11,1862020,1862020
bmi,36649705,model,cg13134297,7,30737556,30737556
bmi,36649705,model,cg13139542,2,8242815,8242815
bmi,36649705,model,cg13274938,17,38493822,38493822
bmi,36649705,model,cg13522406,6,30581820,30581820
bmi,36649705,model,cg13696490,3,151488006,151488006
bmi,36649705,model,cg13758913,18,24283684,24283684
bmi,36649705,model,cg13770461,11,46016312,46016312
bmi,36649705,model,cg13781414,9,138951648,138951648
bmi,36649705,model,cg13958389,3,11643630,11643630
bmi,36649705,model,cg14017402,2,86225602,86225602
bmi,36649705,model,cg14030904,6,149806732,149806732
bmi,36649705,model,cg14044707,9,132628998,132628998
bmi,36649705,model,cg14098681,10,8096818,8096818
bmi,36649705,model,cg14141458,2,46770817,46770817
bmi,36649705,model,cg14145074,7,5567891,5567891
bmi,36649705,model,cg14205864,13,113841719,113841719
bmi,36649705,model,cg14341014,6,131461133,131461133
bmi,36649705,model,cg14435720,9,139565087,139565087
bmi,36649705,model,cg14476101,1,120255992,120255992
bmi,36649705,model,cg14564351,6,135644405,135644405
bmi,36649705,model,cg14582057,7,4765312,4765312
bmi,36649705,model,cg14649449,9,72660082,72660082
bmi,36649705,model,cg14902389,2,99342685,99342685
bmi,36649705,model,cg14920061,8,129326392,129326392
bmi,36649705,model,cg15012027,2,99351550,99351550
bmi,36649705,model,cg15020801,17,46022809,46022809
bmi,36649705,model,cg15135047,3,72149514,72149514
bmi,36649705,model,cg15138339,17,40715222,40715222
bmi,36649705,model,cg15154002,22,25961523,25961523
bmi,36649705,model,cg15357118,2,128927972,128927972
bmi,36649705,model,cg15448210,6,33401514,33401514
bmi,36649705,model,cg15512289,1,97026071,97026071
bmi,36649705,model,cg15571561,3,35706161,35706161
bmi,36649705,model,cg15648041,1,86048923,86048923
bmi,36649705,model,cg15695155,12,121973871,121973871
bmi,36649705,model,cg15696506,4,57947735,57947735
bmi,36649705,model,cg15763258,11,128561675,128561675
bmi,36649705,model,cg15812586,7,139953117,139953117
bmi,36649705,model,cg15819225,1,3583333,3583333
bmi,36649705,model,cg15867698,14,69438267,69438267
bmi,36649705,model,cg15871086,18,56526595,56526595
bmi,36649705,model,cg15989436,5,150465875,150465875
bmi,36649705,model,cg16144331,8,142251375,142251375
bmi,36649705,model,cg16163382,2,37938640,37938640
bmi,36649705,model,cg16197636,8,42234724,42234724
bmi,36649705,model,cg16335893,12,123634159,123634159
bmi,36649705,model,cg16407699,10,74020428,74020428
bmi,36649705,model,cg16466652,19,6271960,6271960
bmi,36649705,model,cg16611584,17,19809078,19809078
bmi,36649705,model,cg16655795,19,42897238,42897238
bmi,36649705,model,cg16704703,10,3509710,3509710
bmi,36649705,model,cg16735495,7,105690812,105690812
bmi,36649705,model,cg16755922,17,80536214,80536214
bmi,36649705,model,cg17058475,11,68607737,68607737
bmi,36649705,model,cg17061862,11,9590431,9590431
bmi,36649705,model,cg17137186,2,101928209,101928209
bmi,36649705,model,cg17156491,2,43259508,43259508
bmi,36649705,model,cg17214023,2,10176748,10176748
bmi,36649705,model,cg17287155,5,393347,393347
bmi,36649705,model,cg17320136,5,10567905,10567905
bmi,36649705,model,cg17438457,1,53094893,53094893
bmi,36649705,model,cg17501210,6,166970252,166970252
bmi,36649705,model,cg17782974,10,104406990,104406990
bmi,36649705,model,cg17822325,1,31896462,31896462
bmi,36649705,model,cg17866373,1,228651353,228651353
bmi,36649705,model,cg17901584,1,55353706,55353706
bmi,36649705,model,cg17939040,17,35503956,35503956
bmi,36649705,model,cg18063989,8,144442847,144442847
bmi,36649705,model,cg18098839,3,167742700,167742700
bmi,36649705,model,cg18120259,6,43894639,43894639
bmi,36649705,model,cg18172751,8,258777,258777
bmi,36649705,model,cg18181703,17,76354621,76354621
bmi,36649705,model,cg18194850,3,67699305,67699305
bmi,36649705,model,cg18327586,20,62253758,62253758
bmi,36649705,model,cg18330338,5,9047211,9047211
bmi,36649705,model,cg18337222,3,99595254,99595254
bmi,36649705,model,cg18520851,5,115149189,115149189
bmi,36649705,model,cg18608055,19,1130866,1130866
bmi,36649705,model,cg18680181,14,35629311,35629311
bmi,36649705,model,cg18774692,12,89033280,89033280
bmi,36649705,model,cg18876826,1,38396334,38396334
bmi,36649705,model,cg18939666,1,32109151,32109151
bmi,36649705,model,cg19016694,17,80821826,80821826
bmi,36649705,model,cg19053223,7,105359070,105359070
bmi,36649705,model,cg19202384,17,79894511,79894511
bmi,36649705,model,cg19211853,13,79968216,79968216
bmi,36649705,model,cg19217955,17,7123994,7123994
bmi,36649705,model,cg19501902,3,111268051,111268051
bmi,36649705,model,cg19695507,10,13526193,13526193
bmi,36649705,model,cg19750657,13,38935967,38935967
bmi,36649705,model,cg19881557,14,20967426,20967426
bmi,36649705,model,cg20052079,6,15504923,15504923
bmi,36649705,model,cg20253855,7,101762511,101762511
bmi,36649705,model,cg20313873,10,101436820,101436820
bmi,36649705,model,cg20318217,2,147172982,147172982
bmi,36649705,model,cg20360704,4,113739170,113739170
bmi,36649705,model,cg20496314,22,39759864,39759864
bmi,36649705,model,cg20520115,2,75063838,75063838
bmi,36649705,model,cg20722088,12,89742886,89742886
bmi,36649705,model,cg20793665,2,232549224,232549224
bmi,36649705,model,cg20849150,1,59522993,59522993
bmi,36649705,model,cg20876852,7,130134488,130134488
bmi,36649705,model,cg21113318,14,92983645,92983645
bmi,36649705,model,cg21587837,6,31525894,31525894
bmi,36649705,model,cg21723486,3,189349323,189349323
bmi,36649705,model,cg21867733,12,124985584,124985584
bmi,36649705,model,cg21912938,7,28220594,28220594
bmi,36649705,model,cg21946195,2,86012225,86012225
bmi,36649705,model,cg22012981,3,58522689,58522689
bmi,36649705,model,cg22488164,12,14716910,14716910
bmi,36649705,model,cg22626683,1,172903051,172903051
bmi,36649705,model,cg22648996,10,63946213,63946213
bmi,36649705,model,cg22650271,22,39760165,39760165
bmi,36649705,model,cg22875823,6,33400543,33400543
bmi,36649705,model,cg22902505,4,81119473,81119473
bmi,36649705,model,cg22925751,12,93509137,93509137
bmi,36649705,model,cg23025459,1,3134420,3134420
bmi,36649705,model,cg23032421,3,3152038,3152038
bmi,36649705,model,cg23068772,7,30737061,30737061
bmi,36649705,model,cg23072383,22,31031044,31031044
bmi,36649705,model,cg23079012,2,8343710,8343710
bmi,36649705,model,cg23598089,1,203652079,203652079
bmi,36649705,model,cg23599026,10,102268546,102268546
bmi,36649705,model,cg23641852,19,31841161,31841161
bmi,36649705,model,cg23679724,20,57581478,57581478
bmi,36649705,model,cg23683800,10,115086103,115086103
bmi,36649705,model,cg23732483,3,48965611,48965611
bmi,36649705,model,cg23733845,7,101936527,101936527
bmi,36649705,model,cg23850913,6,15505452,15505452
bmi,36649705,model,cg23919111,14,95983256,95983256
bmi,36649705,model,cg24174557,17,57903544,57903544
bmi,36649705,model,cg24178676,5,172264981,172264981
bmi,36649705,model,cg24198941,6,33398677,33398677
bmi,36649705,model,cg24243879,10,76614628,76614628
bmi,36649705,model,cg24397007,2,28619094,28619094
bmi,36649705,model,cg24512093,3,78698151,78698151
bmi,36649705,model,cg24550026,1,114430031,114430031
bmi,36649705,model,cg24709951,17,73033009,73033009
bmi,36649705,model,cg24727480,12,109901083,109901083
bmi,36649705,model,cg25135457,17,40715244,40715244
bmi,36649705,model,cg25158622,6,32942429,32942429
bmi,36649705,model,cg25197194,3,128758787,128758787
bmi,36649705,model,cg25217710,1,156609523,156609523
bmi,36649705,model,cg25250013,19,11302225,11302225
bmi,36649705,model,cg25580581,10,3853668,3853668
bmi,36649705,model,cg25607249,19,47288039,47288039
bmi,36649705,model,cg25667998,19,56705433,56705433
bmi,36649705,model,cg25741837,2,73452813,73452813
bmi,36649705,model,cg25771013,7,25989735,25989735
bmi,36649705,model,cg25921813,3,194797138,194797138
bmi,36649705,model,cg26033520,10,74004071,74004071
bmi,36649705,model,cg26034658,11,65836743,65836743
bmi,36649705,model,cg26103104,5,139490895,139490895
bmi,36649705,model,cg26104196,1,159914191,159914191
bmi,36649705,model,cg26118045,4,174427715,174427715
bmi,36649705,model,cg26257082,1,198906494,198906494
bmi,36649705,model,cg26542660,4,56813860,56813860
bmi,36649705,model,cg26547058,8,142243143,142243143
bmi,36649705,model,cg26572392,10,24496943,24496943
bmi,36649705,model,cg26651978,17,76965407,76965407
bmi,36649705,model,cg26687842,13,41055491,41055491
bmi,36649705,model,cg26695387,17,21189768,21189768
bmi,36649705,model,cg26705724,15,41061984,41061984
bmi,36649705,model,cg26800893,11,67184596,67184596
bmi,36649705,model,cg26873338,12,69637167,69637167
bmi,36649705,model,cg26950531,19,38704515,38704515
bmi,36649705,model,cg26995224,12,121974146,121974146
bmi,36649705,model,cg27087650,19,45255796,45255796
bmi,36649705,model,cg27093918,16,69564625,69564625
bmi,36649705,model,cg27147615,13,40976678,40976678
bmi,36649705,model,cg27217148,10,105111158,105111158
bmi,36649705,model,cg27275941,3,15751015,15751015
bmi,36649705,model,cg27288091,16,85837390,85837390
bmi,36649705,model,cg27540367,19,41848134,41848134
bmi,36649705,model,cg27588321,16,50775288,50775288
bmi,36649705,model,cg27637521,17,76355202,76355202
breast-cancer,23578854,ewas,cg00162673,1,51700514,51700514
breast-cancer,23578854,ewas,cg11750112,1,64938742,64938742
breast-cancer,23578854,ewas,cg02083528,1,78280850,78280850
breast-cancer,23578854,ewas,cg09664975,1,84543551,84543551
breast-cancer,23578854,ewas,cg21584883,1,93645960,93645960
breast-cancer,23578854,ewas,cg09136695,1,111722281,111722281
breast-cancer,23578854,ewas,cg06698332,1,151967449,151967449
breast-cancer,23578854,ewas,cg16008440,1,161983790,161983790
breast-cancer,23578854,ewas,cg25768273,1,211911579,211911579
breast-cancer,23578854,ewas,cg07031542,1,214567074,214567074
breast-cancer,23578854,ewas,cg13865248,1,214842875,214842875
breast-cancer,23578854,ewas,cg00008800,2,38710171,38710171
breast-cancer,23578854,ewas,cg03754165,2,60780427,60780427
breast-cancer,23578854,ewas,cg05999729,2,98369433,98369433
breast-cancer,23578854,ewas,cg24654185,2,99812274,99812274
breast-cancer,23578854,ewas,cg23562675,2,120107745,120107745
breast-cancer,23578854,ewas,cg01580574,2,134949671,134949671
breast-cancer,23578854,ewas,cg05059169,2,198339611,198339611
breast-cancer,23578854,ewas,cg22902939,2,201355148,201355148
breast-cancer,23578854,ewas,cg03555299,2,206830681,206830681
breast-cancer,23578854,ewas,cg02540338,2,217243695,217243695
breast-cancer,23578854,ewas,cg21331107,3,32541698,32541698
breast-cancer,23578854,ewas,cg01551787,3,72982378,72982378
breast-cancer,23578854,ewas,cg19385799,3,78164711,78164711
breast-cancer,23578854,ewas,cg10723575,3,149422266,149422266
breast-cancer,23578854,ewas,cg23535170,3,179489892,179489892
breast-cancer,23578854,ewas,cg01021224,5,35049428,35049428
breast-cancer,23578854,ewas,cg01885839,5,111017556,111017556
breast-cancer,23578854,ewas,cg10825350,5,132541078,132541078
breast-cancer,23578854,ewas,cg19780570,5,133764548,133764548
breast-cancer,23578854,ewas,cg02456218,5,180476573,180476573
breast-cancer,23578854,ewas,cg23819836,6,15663134,15663134
breast-cancer,23578854,ewas,cg19082069,6,26018534,26018534
breast-cancer,23578854,ewas,cg06079966,6,26237621,26237621
breast-cancer,23578854,ewas,cg24152718,6,30185818,30185818
breast-cancer,23578854,ewas,cg19494811,6,34356253,34356253
breast-cancer,23578854,ewas,cg07439409,6,97731296,97731296
breast-cancer,23578854,ewas,cg05099288,6,109700555,109700555
breast-cancer,23578854,ewas,cg17345859,7,6728525,6728525
breast-cancer,23578854,ewas,cg24495177,7,64362326,64362326
breast-cancer,23578854,ewas,cg10412943,7,97739696,97739696
breast-cancer,23578854,ewas,cg06193393,7,99869454,99869454
breast-cancer,23578854,ewas,cg21921829,7,116850153,116850153
breast-cancer,23578854,ewas,cg06479434,7,128395929,128395929
breast-cancer,23578854,ewas,cg20864326,7,152371422,152371422
breast-cancer,23578854,ewas,cg22277672,7,158444325,158444325
breast-cancer,23578854,ewas,cg17477493,8,12748272,12748272
breast-cancer,23578854,ewas,cg12927915,8,66542625,66542625
breast-cancer,23578854,ewas,cg13155823,8,80993721,80993721
breast-cancer,23578854,ewas,cg12861602,8,99045811,99045811
breast-cancer,23578854,ewas,cg01296653,9,4678949,4678949
breast-cancer,23578854,ewas,cg21246531,9,36039639,36039639
breast-cancer,23578854,ewas,cg14569423,9,126523663,126523663
breast-cancer,23578854,ewas,cg16719077,10,7849111,7849111
breast-cancer,23578854,ewas,cg25248628,10,22518027,22518027
breast-cancer,23578854,ewas,cg23260111,10,46158095,46158095
breast-cancer,23578854,ewas,cg01433914,10,111792543,111792543
breast-cancer,23578854,ewas,cg08320413,10,127455161,127455161
breast-cancer,23578854,ewas,cg03539267,10,133823899,133823899
breast-cancer,23578854,ewas,cg13544125,11,14661502,14661502
breast-cancer,23578854,ewas,cg21107103,11,18630052,18630052
breast-cancer,23578854,ewas,cg20006187,11,44410456,44410456
breast-cancer,23578854,ewas,cg20667822,11,48153832,48153832
breast-cancer,23578854,ewas,cg14908986,11,70120720,70120720
breast-cancer,23578854,ewas,cg22152887,11,72849944,72849944
breast-cancer,23578854,ewas,cg22473961,12,56119258,56119258
breast-cancer,23578854,ewas,cg13425650,12,94093761,94093761
breast-cancer,23578854,ewas,cg25282652,12,128364739,128364739
breast-cancer,23578854,ewas,cg11496226,12,129571803,129571803
breast-cancer,23578854,ewas,cg05099186,13,39923838,39923838
breast-cancer,23578854,ewas,cg25399333,13,50856824,50856824
breast-cancer,23578854,ewas,cg04139515,13,78272639,78272639
breast-cancer,23578854,ewas,cg16574347,13,78327370,78327370
breast-cancer,23578854,ewas,cg18462916,13,113918539,113918539
breast-cancer,23578854,ewas,cg13979573,14,21584590,21584590
breast-cancer,23578854,ewas,cg11720863,14,24604040,24604040
breast-cancer,23578854,ewas,cg23173466,14,65565498,65565498
breast-cancer,23578854,ewas,cg05180258,14,73921198,73921198
breast-cancer,23578854,ewas,cg22731164,15,40192158,40192158
breast-cancer,23578854,ewas,cg25217313,15,41624774,41624774
breast-cancer,23578854,ewas,cg13402936,15,50471108,50471108
breast-cancer,23578854,ewas,cg04474209,15,52484920,52484920
breast-cancer,23578854,ewas,cg04258046,15,63445591,63445591
breast-cancer,23578854,ewas,cg16743903,16,89593216,89593216
breast-cancer,23578854,ewas,cg02704946,17,6527184,6527184
breast-cancer,23578854,ewas,cg01691987,17,7789028,7789028
breast-cancer,23578854,ewas,cg03117577,17,20187457,20187457
breast-cancer,23578854,ewas,cg27657459,17,54853771,54853771
breast-cancer,23578854,ewas,cg09628499,17,56299729,56299729
breast-cancer,23578854,ewas,cg04256065,17,76102509,76102509
breast-cancer,23578854,ewas,cg16954236,18,8638786,8638786
breast-cancer,23578854,ewas,cg23419170,18,12067067,12067067
breast-cancer,23578854,ewas,cg12361352,18,31158540,31158540
breast-cancer,23578854,ewas,cg05692899,18,77342368,77342368
breast-cancer,23578854,ewas,cg18569070,19,17136562,17136562
breast-cancer,23578854,ewas,cg10812466,19,32718114,32718114
breast-cancer,23578854,ewas,cg06632759,19,37702089,37702089
breast-cancer,23578854,ewas,cg02679291,19,48248902,48248902
breast-cancer,23578854,ewas,cg25325053,20,58533022,58533022
breast-cancer,23578854,ewas,cg01162841,X,19818905,19818905
cadmium,32484362,ewas,cg14391737,11,86513429,86513429
cadmium,32484362,ewas,cg05575921,5,373378,373378
cadmium,32484362,ewas,cg21566642,2,233284661,233284661
cadmium,32484362,ewas,cg03636183,19,17000585,17000585
cadmium,32484362,ewas,cg17739917,17,38477572,38477572
cadmium,32484362,ewas,cg01940273,2,233284934,233284934
copd,30935889,model,cg03770138,9,136009651,136009651
copd,30935889,model,cg18181703,17,76354621,76354621
copd,30935889,model,cg26804423,7,8201134,8201134
copd,30935889,model,cg18871648,14,74227431,74227431
copd,30935889,model,cg11047325,17,76354934,76354934
copd,30935889,model,cg01620970,4,129715236,129715236
copd,30935889,model,cg15659943,9,107631656,107631656
copd,30935889,model,cg18608055,19,1130866,1130866
cotinine,30611298,ewas,cg25189904,1,68299493,68299493
cotinine,30611298,ewas,cg21033965,1,178455800,178455800
cotinine,30611298,ewas,cg26687670,1,241804939,241804939
cotinine,30611298,ewas,cg27241845,2,233250370,233250370
cotinine,30611298,ewas,cg03329539,2,233283329,233283329
cotinine,30611298,ewas,cg06644428,2,233284112,233284112
cotinine,30611298,ewas,cg05951221,2,233284402,233284402
cotinine,30611298,ewas,cg21566642,2,233284661,233284661
cotinine,30611298,ewas,cg01940273,2,233284934,233284934
cotinine,30611298,ewas,cg13193840,2,233285289,233285289
cotinine,30611298,ewas,cg02306995,3,122635049,122635049
cotinine,30611298,ewas,cg04776445,4,4793092,4793092
cotinine,30611298,ewas,cg13740236,4,147138044,147138044
cotinine,30611298,ewas,cg11902777,5,368843,368843
cotinine,30611298,ewas,cg01899089,5,369969,369969
cotinine,30611298,ewas,cg05575921,5,373378,373378
cotinine,30611298,ewas,cg26703534,5,377358,377358
cotinine,30611298,ewas,cg14817490,5,392920,392920
cotinine,30611298,ewas,cg25648203,5,395444,395444
cotinine,30611298,ewas,cg21161138,5,399360,399360
cotinine,30611298,ewas,cg24090911,5,400732,400732
cotinine,30611298,ewas,cg10961758,5,83222828,83222828
cotinine,30611298,ewas,cg16179182,5,140090404,140090404
cotinine,30611298,ewas,cg14580211,5,150161299,150161299
cotinine,30611298,ewas,cg06126421,6,30720080,30720080
cotinine,30611298,ewas,cg14753356,6,30720108,30720108
cotinine,30611298,ewas,cg22856972,6,134275178,134275178
cotinine,30611298,ewas,cg05469934,7,566467,566467
cotinine,30611298,ewas,cg09022230,7,5457225,5457225
cotinine,30611298,ewas,cg21322436,7,145812842,145812842
cotinine,30611298,ewas,cg25949550,7,145814306,145814306
cotinine,30611298,ewas,cg09267815,8,64382806,64382806
cotinine,30611298,ewas,cg22288066,8,120424418,120424418
cotinine,30611298,ewas,cg24838345,8,125737353,125737353
cotinine,30611298,ewas,cg25305703,8,128378218,128378218
cotinine,30611298,ewas,cg01692968,9,108005349,108005349
cotinine,30611298,ewas,cg14120703,9,139416102,139416102
cotinine,30611298,ewas,cg05992400,10,96383628,96383628
cotinine,30611298,ewas,cg16421726,10,126629326,126629326
cotinine,30611298,ewas,cg05335388,11,34418450,34418450
cotinine,30611298,ewas,cg19254163,11,60623782,60623782
cotinine,30611298,ewas,cg21611682,11,68138269,68138269
cotinine,30611298,ewas,cg14624207,11,68142198,68142198
cotinine,30611298,ewas,cg10788371,11,76381040,76381040
cotinine,30611298,ewas,cg11491407,12,1973872,1973872
cotinine,30611298,ewas,cg18443392,12,57584971,57584971
cotinine,30611298,ewas,cg04524475,13,74875971,74875971
cotinine,30611298,ewas,cg26589665,15,71623290,71623290
cotinine,30611298,ewas,cg05361530,16,853349,853349
cotinine,30611298,ewas,cg07991586,16,50279175,50279175
cotinine,30611298,ewas,cg05460226,17,8804279,8804279
cotinine,30611298,ewas,cg05396243,17,10707547,10707547
cotinine,30611298,ewas,cg07658936,17,12874897,12874897
cotinine,30611298,ewas,cg03636183,19,17000585,17000585
cotinine,30611298,ewas,cg12817959,22,37599460,37599460
crp,27955697,ewas,cg10636246,1,159046973,159046973
crp,27955697,ewas,cg17501210,6,166970252,166970252
crp,27955697,ewas,cg18608055,19,1130866,1130866
crp,27955697,ewas,cg03957124,6,37016869,37016869
crp,27955697,ewas,cg04987734,14,103415873,103415873
crp,27955697,ewas,cg04523589,3,48265146,48265146
crp,27955697,ewas,cg17980786,3,32933637,32933637
crp,27955697,ewas,cg02341197,21,34185927,34185927
crp,38692281,model,cg05897465,6,106583161,106583161
crp,38692281,model,cg26033520,10,74004071,74004071
crp,38692281,model,cg25283432,12,125282561,125282561
crp,38692281,model,cg12008047,19,18497143,18497143
crp,38692281,model,cg24289452,6,170231220,170231220
crp,38692281,model,cg05141695,6,341180,341180
crp,38692281,model,cg21069814,3,47891476,47891476
crp,38692281,model,cg22903286,14,77564084,77564084
crp,38692281,model,cg07215298,2,240040219,240040219
crp,38692281,model,cg10927968,11,1807333,1807333
crp,38692281,model,cg19434777,3,166528722,166528722
crp,38692281,model,cg07835437,1,1470836,1470836
crp,38692281,model,cg02738256,10,21805358,21805358
crp,38692281,model,cg10468484,20,57431303,57431303
crp,38692281,model,cg18995788,8,62673444,62673444
crp,38692281,model,cg07573872,19,1126342,1126342
crp,38692281,model,cg03780927,11,118781150,118781150
crp,38692281,model,cg13523882,6,107435665,107435665
crp,38692281,model,cg12107530,10,133806858,133806858
crp,38692281,model,cg05557291,12,121958763,121958763
crp,38692281,model,cg17692200,7,35840513,35840513
crp,38692281,model,cg03077836,2,9347292,9347292
crp,38692281,model,cg25921813,3,194797138,194797138
crp,38692281,model,cg17827328,1,36817299,36817299
crp,38692281,model,cg21432842,17,38171697,38171697
crp,38692281,model,cg02284889,11,73882276,73882276
crp,38692281,model,cg01365152,1,159683813,159683813
crp,38692281,model,cg18648031,3,128330563,128330563
crp,38692281,model,cg05991220,3,52813859,52813859
crp,38692281,model,cg16544989,16,85600639,85600639
crp,38692281,model,cg13530377,2,235902088,235902088
crp,38692281,model,cg08545213,3,37959356,37959356
crp,38692281,model,cg13373343,1,95552972,95552972
crp,38692281,model,cg07457429,10,114604800,114604800
crp,38692281,model,cg03450842,10,80834947,80834947
crp,38692281,model,cg14195992,8,48265917,48265917
crp,38692281,model,cg18802138,16,85981780,85981780
crp,38692281,model,cg17501210,6,166970252,166970252
crp,38692281,model,cg09031958,5,179203369,179203369
crp,38692281,model,cg04577359,5,109022878,109022878
crp,38692281,model,cg05131266,14,91591888,91591888
crp,38692281,model,cg23095192,2,145271307,145271307
crp,38692281,model,cg15928398,3,186647950,186647950
crp,38692281,model,cg04397817,6,31591343,31591343
crp,38692281,model,cg06192883,15,52554171,52554171
crp,38692281,model,cg22012981,3,58522689,58522689
crp,38692281,model,cg01368219,3,54999791,54999791
crp,38692281,model,cg12032191,1,46152434,46152434
crp,38692281,model,cg03398461,5,156691755,156691755
crp,38692281,model,cg02855983,1,201252324,201252324
crp,38692281,model,cg15458222,3,121380533,121380533
crp,38692281,model,cg00520612,3,101406543,101406543
crp,38692281,model,cg09366519,1,209877970,209877970
crp,38692281,model,cg03607951,1,79085586,79085586
crp,38692281,model,cg26662324,10,126745862,126745862
crp,38692281,model,cg22488164,12,14716910,14716910
crp,38692281,model,cg15197202,19,10488965,10488965
crp,38692281,model,cg15551881,9,123688715,123688715
crp,38692281,model,cg16204414,3,10325494,10325494
crp,38692281,model,cg00574958,11,68607622,68607622
crp,38692281,model,cg08857797,17,40927699,40927699
crp,38692281,model,cg10513161,3,183705727,183705727
crp,38692281,model,cg21487856,2,54828502,54828502
crp,38692281,model,cg07794010,1,114665617,114665617
crp,38692281,model,cg15357118,2,128927972,128927972
crp,38692281,model,cg20710777,5,110411740,110411740
crp,38692281,model,cg05439503,14,63568484,63568484
crp,38692281,model,cg05832823,13,75859662,75859662
crp,38692281,model,cg14341014,6,131461133,131461133
crp,38692281,model,cg19788934,12,121455706,121455706
crp,38692281,model,cg25616160,17,39655863,39655863
crp,38692281,model,cg01208318,14,106329652,106329652
crp,38692281,model,cg18262615,3,183225889,183225889
crp,38692281,model,cg16286735,17,45371778,45371778
crp,38692281,model,cg05674036,17,3323791,3323791
crp,38692281,model,cg13630239,10,99116547,99116547
crp,38692281,model,cg04010915,12,110547053,110547053
crp,38692281,model,cg22516376,8,125713945,125713945
crp,38692281,model,cg10636246,1,159046973,159046973
crp,38692281,model,cg21031035,13,110279787,110279787
crp,38692281,model,cg14649449,9,72660082,72660082
crp,38692281,model,cg14770102,11,58984446,58984446
crp,38692281,model,cg09595290,10,125807504,125807504
crp,38692281,model,cg27554156,12,13248725,13248725
crp,38692281,model,cg14162417,1,226315857,226315857
crp,38692281,model,cg12001357,2,233410852,233410852
crp,38692281,model,cg20610950,17,75096202,75096202
crp,38692281,model,cg23900712,15,99344807,99344807
crp,38692281,model,cg20811755,17,46618614,46618614
crp,38692281,model,cg00576736,1,20030383,20030383
crp,38692281,model,cg04111102,1,66153794,66153794
crp,38692281,model,cg19693031,1,145441552,145441552
crp,38692281,model,cg21123686,5,64399755,64399755
crp,38692281,model,cg27549186,17,76858248,76858248
crp,38692281,model,cg05176551,10,32701586,32701586
crp,38692281,model,cg06690548,4,139162808,139162808
crp,38692281,model,cg14180029,11,36131322,36131322
crp,38692281,model,cg25739715,22,30663881,30663881
crp,38692281,model,cg00572560,10,30093517,30093517
crp,38692281,model,cg25478603,9,38392535,38392535
crp,38692281,model,cg03292675,8,21912864,21912864
