chr,pos,id,obs.ct,hudson.fst,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc,end,start,cpg,ancestry
19,14738670,.,489,0.0657212,19_14738670,4.4417,8.92515e-06,-0.6066259,cg04264726,0.946381108761651,14738670,14738670,cg04264726,GIH
6,170242782,.,489,0.0751015,6_170242782,4.83663,1.32059e-06,0.5776333,cg01497892,0.938371941927634,170242782,170242782,cg01497892,GIH
12,57256824,.,489,0.0726055,12_57256824,5.1921,2.07939e-07,-0.5767183,cg00079477,0.938076618666793,57256824,57256824,cg00079477,GIH
18,24093568,.,489,0.0656617,18_24093568,5.11062,3.21095e-07,-0.5564355,cg25952192,0.931595257502195,24093568,24093568,cg25952192,GIH
10,62395349,.,489,0.0697186,10_62395349,5.46707,4.57524e-08,0.5433197,cg13381235,0.927023653424372,62395349,62395349,cg13381235,GIH
8,11659085,.,489,0.0610205,8_11659085,4.92908,8.26191e-07,0.5411693,cg02840367,0.926224311798361,11659085,11659085,cg02840367,GIH
1,22064084,.,489,0.185614,1_22064084,-6.54242,6.05305e-11,-0.5387626,cg13430819,0.925338342015837,22064084,22064084,cg13430819,GIH
7,46279142,.,489,0.0611682,7_46279142,4.55013,5.3612e-06,-0.5286656,cg20658466,0.921412511468387,46279142,46279142,cg20658466,GIH
13,60820318,.,489,0.0617504,13_60820318,4.62631,3.72231e-06,0.5252289,cg25164009,0.920061899755472,60820318,60820318,cg25164009,GIH
7,114985482,.,489,0.0584923,7_114985482,-4.19552,2.72246e-05,0.5100067,cg18023504,0.913190711886564,114985482,114985482,cg18023504,GIH
9,88015696,.,489,0.0607058,9_88015696,-3.76159,0.000168838,0.4766783,cg05115664,0.896715611575097,88015696,88015696,cg05115664,GIH
9,112937540,.,489,0.0608347,9_112937540,5.01819,5.216e-07,0.4673341,cg15775618,0.891159596627802,112937540,112937540,cg15775618,GIH
8,11767696,.,489,0.0693778,8_11767696,5.01337,5.34836e-07,0.4318376,cg23916205,0.868112569351746,11767696,11767696,cg23916205,GIH
10,47307413,.,489,0.755673,10_47307413,-9.86732,5.76875e-23,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,GIH
6,29931716,.,489,0.0620987,6_29931716,4.65751,3.20061e-06,-0.4216026,cg15992932,0.859961647352525,29931716,29931716,cg15992932,GIH
17,77830897,.,489,0.058528,17_77830897,-3.67654,0.000236419,0.419268,cg01186980,0.85816608192661,77830897,77830897,cg01186980,GIH
10,88980795,.,489,0.0666276,10_88980795,-4.47606,7.60328e-06,-0.418385,cg03273183,0.857532121326671,88980795,88980795,cg03273183,GIH
11,104967744,.,489,0.0589859,11_104967744,4.41245,1.02209e-05,0.4049318,cg09157813,0.845463244066956,104967744,104967744,cg09157813,GIH
7,22963719,.,489,0.0794274,7_22963719,-4.01818,5.86504e-05,-0.3965034,cg04907244,0.837808465145949,22963719,22963719,cg04907244,GIH
5,113327701,.,489,0.0715576,5_113327701,5.28804,1.23633e-07,-0.380366,cg24539599,0.821888572564863,113327701,113327701,cg24539599,GIH
6,29634940,.,489,0.0597163,6_29634940,4.59582,4.31055e-06,-0.3791533,cg08065408,0.82062852665194,29634940,29634940,cg08065408,GIH
10,89805302,.,489,0.0586109,10_89805302,-3.90454,9.44046e-05,-0.37595,cg27308707,0.817305155556606,89805302,89805302,cg27308707,GIH
5,128239758,.,489,0.0605042,5_128239758,4.98971,6.0471e-07,-0.3725281,cg17564775,0.813698274130864,128239758,128239758,cg17564775,GIH
11,2863264,.,489,0.0738132,11_2863264,5.25053,1.51663e-07,-0.3687133,cg03811319,0.809607062557342,2863264,2863264,cg03811319,GIH
5,113488469,.,489,0.0619093,5_113488469,4.77712,1.77822e-06,0.3500765,cg27587195,0.788564295811529,113488469,113488469,cg27587195,GIH
6,21497019,.,489,0.0620709,6_21497019,-4.4608,8.16543e-06,0.3478205,cg24428877,0.785744943081364,21497019,21497019,cg24428877,GIH
8,121262408,.,489,0.0628773,8_121262408,5.09527,3.48237e-07,-0.3467979,cg02335971,0.78457940061191,121262408,121262408,cg02335971,GIH
10,17203330,.,489,0.0829653,10_17203330,5.47527,4.36836e-08,0.3402352,cg19579782,0.776751365377876,17203330,17203330,cg19579782,GIH
11,344351,.,489,0.0579097,11_344351,4.64912,3.33351e-06,0.3341178,cg01971407,0.769557290743781,344351,344351,cg01971407,GIH
17,8815506,.,489,0.0648493,17_8815506,-4.49408,6.98716e-06,0.3314877,cg07497520,0.766631621639714,8815506,8815506,cg07497520,GIH
10,46070123,.,489,0.0731855,10_46070123,4.79147,1.65566e-06,0.3253557,cg06801028,0.759579302170823,46070123,46070123,cg06801028,GIH
8,1141202,.,489,0.062487,8_1141202,4.51767,6.25248e-06,-0.3099551,cg13291570,0.742682874007222,1141202,1141202,cg13291570,GIH
10,33018803,.,489,0.0705698,10_33018803,-4.06937,4.71394e-05,-0.3079913,cg03380819,0.740552608885686,33018803,33018803,cg03380819,GIH
5,3958111,.,489,0.068034,5_3958111,5.45131,4.99996e-08,-0.307175,cg13910651,0.739713890824897,3958111,3958111,cg13910651,GIH
1,171247758,.,489,0.0699473,1_171247758,-4.39078,1.12944e-05,-0.3049777,cg02456238,0.737300115372954,171247758,171247758,cg02456238,GIH
22,45914771,.,489,0.0817135,22_45914771,5.34808,8.88938e-08,-0.303457,cg03386971,0.73546517351226,45914771,45914771,cg03386971,GIH
17,77072258,.,489,0.0610927,17_77072258,4.83459,1.33422e-06,-0.3015831,cg11186858,0.73336247189507,77072258,77072258,cg11186858,GIH
11,351271,.,489,0.0613306,11_351271,4.77834,1.76748e-06,0.2958816,cg24194132,0.726774794356569,351271,351271,cg24194132,GIH
8,1180538,.,489,0.061035,8_1180538,4.62903,3.67375e-06,0.29474,cg13715901,0.725550187234947,1180538,1180538,cg13715901,GIH
5,113489335,.,489,0.0652977,5_113489335,4.78292,1.7277e-06,0.2884456,cg12855547,0.717348075870515,113489335,113489335,cg12855547,GIH
1,40712271,.,489,0.0691386,1_40712271,-4.54854,5.4019e-06,0.2877031,cg14796708,0.716434542583645,40712271,40712271,cg14796708,GIH
7,77468918,.,489,0.0818583,7_77468918,5.11993,3.05648e-07,0.2840161,cg02407048,0.711622742253671,77468918,77468918,cg02407048,GIH
6,41651625,.,489,0.0588781,6_41651625,4.55955,5.12635e-06,-0.2826478,cg11713800,0.709803550966888,41651625,41651625,cg11713800,GIH
11,94176914,.,489,0.0713077,11_94176914,-3.33861,0.000842,-0.2768885,cg19970121,0.702030642741545,94176914,94176914,cg19970121,GIH
13,28498696,.,489,0.0615922,13_28498696,5.00779,5.50593e-07,-0.2756003,cg22753668,0.700313830185187,28498696,28498696,cg22753668,GIH
7,149046889,.,660,0.0944083,7_149046889,6.25083,4.08267e-10,-1.0085354,cg05518778,0.991136364531283,149046889,149046889,cg05518778,GWD
1,245123088,.,660,0.0886492,1_245123088,-5.84236,5.14679e-09,-0.9036704,cg12398903,0.986119806740458,245123088,245123088,cg12398903,GWD
11,32404608,.,660,0.0941335,11_32404608,6.41166,1.43944e-10,0.6853657,cg19211915,0.96331691336003,32404608,32404608,cg19211915,GWD
4,118008496,.,660,0.080627,4_118008496,5.88201,4.05311e-09,0.6755767,cg14228332,0.961635539594974,118008496,118008496,cg14228332,GWD
6,32666628,.,660,0.0981342,6_32666628,-4.71257,2.44612e-06,0.672785,cg16577979,0.960997641351557,32666628,32666628,cg16577979,GWD
3,58578073,.,660,0.0842868,3_58578073,-3.61247,0.000303291,-0.6355664,cg11603443,0.953311361282727,58578073,58578073,cg11603443,GWD
6,32415796,.,660,0.0905354,6_32415796,-4.48556,7.27226e-06,-0.626077,cg17874413,0.951137782082935,32415796,32415796,cg17874413,GWD
12,109339556,.,660,0.0824922,12_109339556,5.41823,6.01906e-08,-0.5603651,cg08884029,0.932902555136853,109339556,109339556,cg08884029,GWD
16,89874128,.,660,0.0853301,16_89874128,5.63557,1.74481e-08,0.5496513,cg14709524,0.929346863076323,89874128,89874128,cg14709524,GWD
21,35036875,.,660,0.0814334,21_35036875,6.37194,1.86651e-10,0.5408793,cg05644223,0.92611405778098,35036875,35036875,cg05644223,GWD
4,99651589,.,660,0.10067,4_99651589,6.3277,2.48847e-10,0.5254461,cg22548714,0.920180029059809,99651589,99651589,cg22548714,GWD
6,33005966,.,660,0.0850891,6_33005966,-4.605,4.12467e-06,0.5251749,cg18927185,0.920038273894605,33005966,33005966,cg18927185,GWD
5,154432487,.,660,0.113083,5_154432487,6.66879,2.5792e-11,0.5111071,cg21964928,0.913741981973468,154432487,154432487,cg21964928,GWD
6,29635735,.,660,0.085019,6_29635735,-4.7365,2.17442e-06,-0.497211,cg03835151,0.907229119661048,29635735,29635735,cg03835151,GWD
6,32372291,.,660,0.0887164,6_32372291,5.84433,5.08625e-09,-0.493635,cg04418355,0.905547745895991,32372291,32372291,cg04418355,GWD
16,89930409,.,660,0.0897082,16_89930409,5.78745,7.1463e-09,-0.4897511,cg09569215,0.903637988809217,89930409,89930409,cg09569215,GWD
20,62424707,.,660,0.0819803,20_62424707,5.99575,2.02543e-09,-0.4827192,cg03359095,0.900007481522608,62424707,62424707,cg03359095,GWD
6,32601882,.,660,0.105081,6_32601882,-5.33436,9.58812e-08,0.4652539,cg09663314,0.889938927149658,32601882,32601882,cg09663314,GWD
6,32431004,.,660,0.0990354,6_32431004,-5.82432,5.73448e-09,-0.4589038,cg00528492,0.886206041132624,32431004,32431004,cg00528492,GWD
16,6288455,.,660,0.0912867,16_6288455,5.68018,1.34555e-08,0.4541636,cg10013324,0.883280372028556,6288455,6288455,cg10013324,GWD
6,32374914,.,660,0.132455,6_32374914,6.92272,4.43053e-12,-0.4509779,cg25597745,0.881264298567879,32374914,32374914,cg25597745,GWD
6,32378675,.,660,0.104292,6_32378675,6.30521,2.87806e-10,0.4477653,cg19416605,0.879228536889813,32378675,32378675,cg19416605,GWD
5,154439936,.,660,0.0962835,5_154439936,6.1797,6.42217e-10,0.4434959,cg08414643,0.876444622950949,154439936,154439936,cg08414643,GWD
22,30566891,.,660,0.116703,22_30566891,-5.61522,1.96314e-08,-0.4397809,cg03970350,0.873885154690324,30566891,30566891,cg03970350,GWD
1,5886383,.,660,0.138302,1_5886383,-5.06732,4.03463e-07,-0.4330951,cg03895593,0.869069416716872,5886383,5886383,cg03895593,GWD
10,47307413,.,660,0.285266,10_47307413,8.78413,1.57573e-18,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,GWD
16,4599954,.,660,0.0792982,16_4599954,5.43279,5.54797e-08,-0.4149306,cg10270293,0.854661579231293,4599954,4599954,cg10270293,GWD
17,16914332,.,660,0.0866558,17_16914332,-4.8281,1.37845e-06,-0.4057431,cg24401992,0.846290149197311,16914332,16914332,cg24401992,GWD
5,141142334,.,660,0.0923057,5_141142334,6.05205,1.43014e-09,-0.402688,cg22190023,0.843490484684536,141142334,141142334,cg22190023,GWD
7,130575197,.,660,0.100382,7_130575197,6.01454,1.804e-09,-0.3997923,cg13986840,0.84082076240653,130575197,130575197,cg13986840,GWD
13,99115681,.,660,0.0801342,13_99115681,6.29668,3.04079e-10,0.3978019,cg15426006,0.838930693537146,99115681,99115681,cg15426006,GWD
19,54124919,.,660,0.100286,19_54124919,6.74579,1.52197e-11,0.3670169,cg05925291,0.807720931331435,54124919,54124919,cg05925291,GWD
17,28421309,.,660,0.170563,17_28421309,7.68034,1.58672e-14,-0.3593777,cg13568106,0.799530632897436,28421309,28421309,cg13568106,GWD
8,100804190,.,660,0.0903753,8_100804190,-5.45237,4.97015e-08,-0.3509477,cg02856338,0.789592020759256,100804190,100804190,cg02856338,GWD
6,33008408,.,660,0.0984512,6_33008408,6.67519,2.46904e-11,0.350885,cg13132775,0.789552644324478,33008408,33008408,cg13132775,GWD
16,89891407,.,660,0.122842,16_89891407,6.36881,1.90506e-10,-0.350256,cg07260333,0.788780866202812,89891407,89891407,cg07260333,GWD
6,31522595,.,660,0.119689,6_31522595,7.35483,1.91167e-13,0.3469207,cg26981746,0.78472903106407,31522595,31522595,cg26981746,GWD
16,4690440,.,660,0.089866,16_4690440,5.48821,4.06026e-08,0.3448137,cg11422964,0.782283754464303,4690440,4690440,cg11422964,GWD
1,58546315,.,660,0.0868902,1_58546315,5.4914,3.98767e-08,-0.3425985,cg03517160,0.779669159194988,58546315,58546315,cg03517160,GWD
20,58698900,.,660,0.0810889,20_58698900,5.26211,1.42412e-07,-0.3333889,cg22170801,0.768730385613426,58698900,58698900,cg22170801,GWD
16,4708464,.,660,0.0996602,16_4708464,-5.48747,4.07724e-08,0.325757,cg16755475,0.760028193527302,4708464,4708464,cg16755475,GWD
1,155061096,.,660,0.079281,1_155061096,5.97211,2.34209e-09,-0.324848,cg18832152,0.758902027492627,155061096,155061096,cg18832152,GWD
22,48215498,.,660,0.0789111,22_48215498,5.73894,9.52736e-09,-0.3170974,cg13173444,0.750514846884733,48215498,48215498,cg13173444,GWD
6,32342417,.,660,0.15748,6_32342417,-7.45664,8.87585e-14,0.3137665,cg16905004,0.746951279537248,32342417,32342417,cg16905004,GWD
6,28381487,.,660,0.112007,6_28381487,-5.43956,5.34133e-08,0.3100013,cg09861992,0.742738001015912,28381487,28381487,cg09861992,GWD
6,32619215,.,660,0.0895841,6_32619215,-4.97437,6.54597e-07,-0.3032689,cg10846853,0.735240727834021,32619215,32619215,cg10846853,GWD
1,7501170,.,660,0.297771,1_7501170,8.56471,1.08346e-17,0.3017719,cg24501872,0.733555416425486,7501170,7501170,cg24501872,GWD
19,54111244,.,660,0.0827732,19_54111244,6.14815,7.83934e-10,0.2995665,cg21073459,0.731003823451817,54111244,54111244,cg21073459,GWD
16,4748200,.,660,0.152206,16_4748200,6.97448,3.06999e-12,0.2972844,cg03833378,0.728389228182502,4748200,4748200,cg03833378,GWD
12,55642480,.,660,0.108364,12_55642480,6.4922,8.45902e-11,0.2964032,cg08013331,0.727373316165208,55642480,55642480,cg08013331,GWD
22,50053413,.,503,0.0581245,22_50053413,4.79835,1.59979e-06,1.0878043,cg05064106,0.99380214916581,50053413,50053413,cg05064106,IBS
22,50033033,.,503,0.0664289,22_50033033,5.28507,1.25654e-07,1.0355678,cg06462666,0.992136525974665,50033033,50033033,cg06462666,IBS
22,50221169,.,503,0.0600135,22_50221169,4.94124,7.76272e-07,-1.0251776,cg14585793,0.991782138061656,50221169,50221169,cg14585793,IBS
11,58691620,.,503,0.0580772,11_58691620,-4.06497,4.80391e-05,0.7965419,cg07231005,0.977779877854299,58691620,58691620,cg07231005,IBS
6,31366397,.,503,0.0724883,6_31366397,5.4428,5.24506e-08,0.7260221,cg02882797,0.969648644072468,31366397,31366397,cg02882797,IBS
16,89520672,.,503,0.0531774,16_89520672,-2.71775,0.00657278,0.6848355,cg05175606,0.963242098133951,89520672,89520672,cg05175606,IBS
6,31410974,.,503,0.100806,6_31410974,6.0004,1.96836e-09,0.6655019,cg03694466,0.959587964986474,31410974,31410974,cg03694466,IBS
11,72690768,.,503,0.0519666,11_72690768,-3.43946,0.00058288,0.6288281,cg25466805,0.951775680326352,72690768,72690768,cg25466805,IBS
6,30297156,.,503,0.0714783,6_30297156,5.63604,1.74005e-08,-0.5875412,cg17835678,0.941195232301277,30297156,30297156,cg17835678,IBS
11,2133734,.,503,0.0549855,11_2133734,4.68912,2.74381e-06,0.5698015,cg02807948,0.935879413606133,2133734,2133734,cg02807948,IBS
11,72737513,.,503,0.0542745,11_72737513,-3.50605,0.000454804,-0.5234451,cg09010791,0.919360999216409,72737513,72737513,cg09010791,IBS
8,744166,.,503,0.0565042,8_744166,-3.91309,9.11238e-05,-0.5152022,cg07178994,0.915604487338507,744166,744166,cg07178994,IBS
16,90045425,.,503,0.0620755,16_90045425,-3.85592,0.000115294,-0.5118316,cg06174989,0.914064868738655,90045425,90045425,cg06174989,IBS
11,72739181,.,503,0.0531189,11_72739181,-3.43386,0.00059505,-0.501416,cg16044480,0.909205816686945,72739181,72739181,cg16044480,IBS
15,28099092,.,503,0.0580678,15_28099092,4.87135,1.10837e-06,-0.4777323,cg12902039,0.897369260392426,28099092,28099092,cg12902039,IBS
4,38820295,.,503,0.066539,4_38820295,-4.20745,2.58274e-05,-0.4761836,cg26681822,0.896428163601211,38820295,38820295,cg26681822,IBS
11,72754040,.,503,0.0556683,11_72754040,-3.49561,0.000472985,0.468857,cg02271343,0.892021940549459,72754040,72754040,cg02271343,IBS
6,29646850,.,503,0.0517812,6_29646850,4.36593,1.26582e-05,0.4675173,cg07179033,0.891265913001705,29646850,29646850,cg07179033,IBS
1,110131515,.,503,0.0527189,1_110131515,4.32275,1.54095e-05,-0.4629831,cg20510164,0.88857650250631,110131515,110131515,cg20510164,IBS
6,29703250,.,503,0.0597758,6_29703250,4.64366,3.42289e-06,-0.4579559,cg06301399,0.885576018176162,29703250,29703250,cg06301399,IBS
9,128748242,.,503,0.0576618,9_128748242,4.39619,1.10166e-05,-0.4527239,cg14439753,0.882276272941695,128748242,128748242,cg14439753,IBS
11,58692075,.,503,0.0532882,11_58692075,-3.90528,9.41174e-05,-0.4484765,cg06548842,0.879744368185416,58692075,58692075,cg06548842,IBS
16,20506590,.,503,0.0683028,16_20506590,-3.53065,0.000414534,0.4470067,cg06478823,0.878803271394201,20506590,20506590,cg06478823,IBS
6,32228158,.,503,0.0860448,6_32228158,-5.45937,4.77814e-08,-0.4266244,cg09018483,0.863911103760843,32228158,32228158,cg09018483,IBS
5,1643220,.,503,0.0525945,5_1643220,4.42815,9.50464e-06,-0.413546,cg16443079,0.853405470961848,1643220,1643220,cg16443079,IBS
6,29681832,.,503,0.0528656,6_29681832,4.37241,1.2288e-05,-0.4100682,cg02881170,0.850326233762143,29681832,29681832,cg02881170,IBS
6,30879142,.,503,0.0536631,6_30879142,4.19556,2.72203e-05,0.4021808,cg05103231,0.843021905110667,30879142,30879142,cg05103231,IBS
11,58760421,.,503,0.0532882,11_58760421,-3.88116,0.000103961,-0.3990235,cg19392142,0.840092298363122,58760421,58760421,cg19392142,IBS
17,75993857,.,503,0.0558253,17_75993857,-4.26271,2.01959e-05,0.3967658,cg10005475,0.838025035537232,75993857,75993857,cg10005475,IBS
9,128800178,.,503,0.0974386,9_128800178,5.97378,2.31814e-09,-0.390177,cg00228799,0.831831122346521,128800178,128800178,cg00228799,IBS
17,44979584,.,503,0.0516664,17_44979584,4.78523,1.70792e-06,-0.3896821,cg11969213,0.831370418059608,44979584,44979584,cg11969213,IBS
5,73181283,.,503,0.0540376,5_73181283,-3.89052,0.000100029,-0.3802321,cg14727987,0.82172712918227,73181283,73181283,cg14727987,IBS
16,89510099,.,503,0.0954777,16_89510099,-5.27311,1.34133e-07,0.3743415,cg10448954,0.815572592426337,89510099,89510099,cg10448954,IBS
16,89483154,.,503,0.0537046,16_89483154,4.22516,2.38771e-05,-0.3582791,cg07474682,0.798183958828,89483154,89483154,cg07474682,IBS
5,3092396,.,503,0.0578336,5_3092396,4.61172,3.99351e-06,0.3541431,cg04611466,0.793368220854547,3092396,3092396,cg04611466,IBS
16,89509363,.,503,0.0689047,16_89509363,4.70812,2.50012e-06,0.3483632,cg18515585,0.786465531837816,89509363,89509363,cg18515585,IBS
11,14399555,.,503,0.0553109,11_14399555,4.28442,1.83213e-05,0.3440754,cg25251204,0.781385971751346,14399555,14399555,cg25251204,IBS
15,50065239,.,503,0.0554905,15_50065239,-3.57345,0.000352312,-0.3420371,cg13399903,0.778936757508102,50065239,50065239,cg13399903,IBS
4,38855689,.,503,0.0619263,4_38855689,-4.08845,4.34264e-05,-0.3396942,cg10182418,0.776188282360539,38855689,38855689,cg10182418,IBS
20,58698900,.,503,0.0543857,20_58698900,4.72291,2.32488e-06,-0.3333889,cg22170801,0.768730385613426,58698900,58698900,cg22170801,IBS
8,41668396,.,503,0.064293,8_41668396,5.04417,4.55495e-07,0.3311976,cg11912315,0.766312672518005,41668396,41668396,cg11912315,IBS
16,89513463,.,503,0.0655103,16_89513463,-4.62407,3.76276e-06,0.3195112,cg16475925,0.75314519272796,89513463,89513463,cg16475925,IBS
6,29682930,.,503,0.0644359,6_29682930,4.67103,2.997e-06,0.3147376,cg18280909,0.748002630345843,29682930,29682930,cg18280909,IBS
4,38787903,.,503,0.071504,4_38787903,4.96313,6.93671e-07,0.3139748,cg19398783,0.747211164006789,38787903,38787903,cg19398783,IBS
6,125314393,.,503,0.0629659,6_125314393,-4.7557,1.97763e-06,-0.3132904,cg10310144,0.746498450537291,125314393,125314393,cg10310144,IBS
11,58819096,.,503,0.0532882,11_58819096,-3.88116,0.000103961,-0.3089962,cg14797402,0.741611834981237,58819096,58819096,cg14797402,IBS
15,28273423,.,503,0.0625863,15_28273423,4.94767,7.51063e-07,-0.3088002,cg07193234,0.741371638729086,28273423,28273423,cg07193234,IBS
6,31132999,.,503,0.0527661,6_31132999,4.58595,4.51916e-06,0.3049168,cg06414921,0.737221362503396,31132999,31132999,cg06414921,IBS
5,123296394,.,503,0.0658077,5_123296394,5.00127,5.69551e-07,0.3023142,cg05692123,0.734165751164558,123296394,123296394,cg05692123,IBS
6,29682902,.,503,0.0783445,6_29682902,5.08263,3.72241e-07,0.301167,cg05523662,0.732886017034246,29682902,29682902,cg05523662,IBS
6,32239274,.,489,0.0569119,6_32239274,-3.40908,0.00065182,-1.2326759,cg06871764,0.996633314826409,32239274,32239274,cg06871764,ITU
5,141655607,.,489,0.0599495,5_141655607,4.67878,2.88582e-06,-0.9949347,cg00246121,0.990636283809591,141655607,141655607,cg00246121,ITU
2,23418145,.,489,0.0495392,2_23418145,4.10406,4.05965e-05,-0.9148568,cg19371706,0.986808894349088,23418145,23418145,cg19371706,ITU
2,43294028,.,489,0.0520092,2_43294028,-3.78035,0.000156608,-0.8638939,cg21555271,0.983391019810284,43294028,43294028,cg21555271,ITU
16,27769988,.,489,0.0444563,16_27769988,-2.96984,0.00297953,-0.7410699,cg01492170,0.971629278741844,27769988,27769988,cg01492170,ITU
14,105500941,.,489,0.0535968,14_105500941,-3.88434,0.000102607,-0.732637,cg04429589,0.970554302072382,105500941,105500941,cg04429589,ITU
3,121995172,.,489,0.0599011,3_121995172,4.93594,7.9767e-07,-0.6663937,cg05657709,0.95974547072559,121995172,121995172,cg05657709,ITU
1,208022636,.,489,0.0460182,1_208022636,-3.79801,0.000145865,0.5863169,cg02895948,0.940829031457834,208022636,208022636,cg02895948,ITU
12,9279684,.,489,0.0505436,12_9279684,-3.09134,0.00199258,0.5818677,cg06871772,0.939576860831867,9279684,9279684,cg06871772,ITU
3,149338362,.,489,0.0657422,3_149338362,4.77078,1.83517e-06,-0.5681486,cg16705300,0.935391145814876,149338362,149338362,cg16705300,ITU
19,58401017,.,489,0.0493942,19_58401017,-3.58386,0.000338551,0.5678568,cg02808233,0.935288767084451,58401017,58401017,cg02808233,ITU
6,31463022,.,489,0.049028,6_31463022,3.83371,0.000126225,-0.5648789,cg02956255,0.934406734945405,31463022,31463022,cg02956255,ITU
6,1402302,.,489,0.0558387,6_1402302,-3.48076,0.000499994,-0.5574392,cg06312846,0.931969333632594,1402302,1402302,cg06312846,ITU
6,32242779,.,489,0.0475334,6_32242779,-3.13796,0.00170128,-0.556972,cg09452510,0.931788202032612,32242779,32242779,cg09452510,ITU
1,9245386,.,489,0.0620683,1_9245386,4.82284,1.41528e-06,-0.5470723,cg22601917,0.928413641572065,9245386,9245386,cg22601917,ITU
12,9284625,.,489,0.0505436,12_9284625,-3.09134,0.00199258,0.5433234,cg02069150,0.927027591067849,9284625,9284625,cg02069150,ITU
11,352113,.,489,0.0523604,11_352113,-3.36991,0.000751924,-0.5426359,cg27066256,0.926807083033088,352113,352113,cg27066256,ITU
6,79449722,.,489,0.0622059,6_79449722,4.69086,2.72056e-06,-0.5403786,cg20980108,0.925944739111431,79449722,79449722,cg20980108,ITU
13,113971797,.,489,0.0438499,13_113971797,-2.50259,0.0123288,0.5369329,cg24532943,0.92468075555503,113971797,113971797,cg24532943,ITU
13,60820318,.,489,0.0644876,13_60820318,-4.31671,1.58374e-05,0.5252289,cg25164009,0.920061899755472,60820318,60820318,cg25164009,ITU
12,47892232,.,489,0.04647,12_47892232,-3.64095,0.000271631,-0.5068895,cg02714932,0.91178497316496,47892232,47892232,cg02714932,ITU
7,2595451,.,489,0.0456675,7_2595451,-3.08792,0.00201563,0.50366,cg24848437,0.910339858008576,2595451,2595451,cg24848437,ITU
6,32242622,.,489,0.0475334,6_32242622,-3.13796,0.00170128,-0.496416,cg03403720,0.906843230600215,32242622,32242622,cg03403720,ITU
20,767191,.,489,0.0571057,20_767191,4.31732,1.57938e-05,-0.4930613,cg10339152,0.90525242263515,767191,767191,cg10339152,ITU
17,75194135,.,489,0.0480996,17_75194135,-3.02696,0.00247023,0.4826557,cg22033316,0.899968105087829,75194135,75194135,cg22033316,ITU
13,113982733,.,489,0.0489795,13_113982733,-2.60261,0.00925179,-0.4741791,cg01567615,0.895175992975244,113982733,113982733,cg01567615,ITU
1,83999862,.,489,0.0791196,1_83999862,-4.65803,3.19252e-06,-0.4726156,cg16135310,0.894211270323162,83999862,83999862,cg16135310,ITU
13,114030168,.,489,0.0502641,13_114030168,-2.62648,0.0086273,0.4640573,cg14166459,0.889253777184506,114030168,114030168,cg14166459,ITU
17,79044046,.,489,0.0487376,17_79044046,4.25814,2.06131e-05,-0.4598322,cg14020904,0.886812438228218,79044046,79044046,cg14020904,ITU
7,2613945,.,489,0.0456675,7_2613945,-3.0455,0.00232291,-0.4445678,cg23754918,0.877196712855225,2613945,2613945,cg23754918,ITU
14,103721790,.,489,0.0532319,14_103721790,-3.73166,0.000190224,-0.4386592,cg23090046,0.873093688351269,103721790,103721790,cg23090046,ITU
2,85410714,.,489,0.0535474,2_85410714,-3.99935,6.35179e-05,-0.4382915,cg07215695,0.872821990951295,85410714,85410714,cg07215695,ITU
5,497162,.,489,0.0632641,5_497162,4.80639,1.53677e-06,-0.4337124,cg19107578,0.869534058647262,497162,497162,cg19107578,ITU
17,79045490,.,489,0.0453672,17_79045490,4.07467,4.60798e-05,0.4334365,cg25629442,0.86933323882989,79045490,79045490,cg25629442,ITU
1,110407188,.,489,0.0448482,1_110407188,-3.58029,0.000343215,-0.4324672,cg25606969,0.868616587716915,110407188,110407188,cg25606969,ITU
1,3213452,.,489,0.0666236,1_3213452,-4.39742,1.09547e-05,0.4314729,cg04924128,0.867821183734382,3213452,3213452,cg04924128,ITU
10,47307413,.,489,0.129793,10_47307413,4.61658,3.90117e-06,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,ITU
13,114035075,.,489,0.0489795,13_114035075,-2.60261,0.00925179,0.4097233,cg10021539,0.850034848144779,114035075,114035075,cg10021539,ITU
5,496468,.,489,0.0545272,5_496468,4.58296,4.58443e-06,-0.405886,cg16555556,0.846467343153816,496468,496468,cg16555556,ITU
10,69418459,.,489,0.0446456,10_69418459,3.71992,0.000199286,0.3891954,cg03783925,0.830858524407483,69418459,69418459,cg03783925,ITU
14,105502279,.,489,0.0516747,14_105502279,-3.81215,0.000137762,0.3788045,cg04284678,0.820258388165019,105502279,105502279,cg04284678,ITU
2,85441151,.,489,0.0538862,2_85441151,-3.82524,0.000130645,0.3766077,cg12450823,0.818037557243492,85441151,85441151,cg12450823,ITU
12,50184922,.,489,0.0476488,12_50184922,3.90786,9.31162e-05,-0.3733975,cg13294447,0.814607869774255,50184922,50184922,cg13294447,ITU
12,103842715,.,489,0.0440436,12_103842715,-2.96402,0.00303652,-0.3697074,cg13813533,0.810674163939849,103842715,103842715,cg13813533,ITU
11,129332497,.,489,0.0488665,11_129332497,4.17218,3.01703e-05,-0.361727,cg06186394,0.802023161218937,129332497,129332497,cg06186394,ITU
